# HOLES(7),# OF SHOTS,%(11),%(4),%(7),AVG DTP(5),AVG(1),AVG(10),AVG(12),AVG(13),AVG(14),AVG(2),AVG(3),AVG(6),AVG(8),AVG(9),FAIRWAYS HIT(11),GREENS HIT(7),MEASURED ROUNDS(1),MEASURED ROUNDS(12),MEASURED ROUNDS(2),MEASURED ROUNDS(3),MEASURED ROUNDS(6),MEASURED ROUNDS(8),MEASURED ROUNDS(9),MISSED GIR(4),MOVEMENT(1),MOVEMENT(10),MOVEMENT(11),MOVEMENT(12),MOVEMENT(13),MOVEMENT(14),MOVEMENT(2),MOVEMENT(3),MOVEMENT(4),MOVEMENT(5),MOVEMENT(6),MOVEMENT(7),MOVEMENT(8),MOVEMENT(9),PAR OR BETTER(4),PLAYER,PLAYER_ID,POSSIBLE FAIRWAYS(11),RANK(1),RANK(10),RANK(11),RANK(12),RANK(13),RANK(14),RANK(2),RANK(3),RANK(4),RANK(5),RANK(6),RANK(7),RANK(8),RANK(9),RELATIVE/PAR(7),SCRAMBLING RANK(5),SG:APR(8),SG:ARG(8),SG:OTT,TOTAL ADJUSTMENT(14),TOTAL DISTANCE (FEET)(5),TOTAL DISTANCE(10),TOTAL DRIVES(10),TOTAL ROUNDS(13),TOTAL ROUNDS(14),TOTAL SG:APP(6),TOTAL SG:ARG(3),TOTAL SG:OTT(9),TOTAL SG:P(12),TOTAL SG:PUTTING(1),TOTAL SG:PUTTING(2),TOTAL SG:T(12),TOTAL SG:T2G(12),TOTAL STROKES(13),TOTAL STROKES(14)
1062.0,326.0,72.03%,60.47%,68.08%,"8' 5""",-0.08,292.7,0.407,70.37,70.833,-0.08,-0.203,0.36,0.487,0.33,595.0,723.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,339.0,-5.0,-4.0,1.0,-7.0,1.0,2.0,-5.0,-3.0,12.0,2.0,5.0,-6.0,-3.0,-3.0,205.0,Sepp Straka,49960,826.0,112.0,144.0,2.0,58.0,112.0,70.0,112.0,143.0,83.0,157.0,32.0,41.0,48.0,38.0,-0.27,83.0,0.36,-0.203,0.33,27.121,2750.25,34537.0,118.0,59.0,59.0,19.063,-10.775,17.508,-4.261,-4.261,-4.261,21.549,25.81,4152.0,4152.0
1314.0,472.0,54.55%,61.72%,61.04%,"7' 4""",0.505,302.2,0.181,70.12,70.96,0.505,0.237,-0.376,-0.324,-0.185,552.0,802.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,512.0,-2.0,-5.0,-4.0,0.0,-4.0,-7.0,-2.0,-6.0,-6.0,10.0,6.0,0.0,1.0,-3.0,316.0,S.H. Kim,50188,1012.0,18.0,63.0,157.0,83.0,79.0,83.0,18.0,36.0,57.0,56.0,150.0,172.0,138.0,133.0,-0.35,57.0,-0.376,0.237,-0.185,63.944,3464.333,44126.0,146.0,76.0,76.0,-24.457,15.415,-12.034,32.852,32.852,32.852,11.776,-21.075,5329.0,5329.0
792.0,260.0,57.76%,59.54%,66.92%,"7' 9""",0.216,311.7,0.314,69.94,70.994,0.216,-0.049,-0.188,0.098,0.335,350.0,530.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,262.0,6.0,4.0,-1.0,8.0,7.0,0.0,6.0,-10.0,4.0,14.0,7.0,1.0,0.0,-9.0,156.0,Hayden Springer,50484,606.0,53.0,10.0,123.0,69.0,57.0,86.0,53.0,109.0,99.0,109.0,126.0,62.0,89.0,37.0,-0.32,99.0,-0.188,-0.049,0.335,49.735,2025.5,27114.0,87.0,47.0,47.0,-6.97,-1.795,12.393,8.002,8.002,8.002,11.633,3.628,3287.0,3287.0
792.0,218.0,60.36%,53.02%,64.52%,"9' 2""",0.639,299.7,-0.758,70.81,71.873,0.639,-0.465,-0.755,-1.398,-0.177,367.0,511.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,281.0,4.0,-2.0,0.0,-1.0,-2.0,0.0,4.0,1.0,-3.0,-1.0,-2.0,-9.0,0.0,3.0,149.0,Justin Suh,50493,608.0,4.0,87.0,99.0,161.0,158.0,159.0,4.0,169.0,173.0,173.0,173.0,130.0,171.0,131.0,-0.29,173.0,-0.755,-0.465,-0.177,50.024,1999.417,26370.0,88.0,47.0,47.0,-29.435,-18.153,-6.92,24.937,24.937,24.937,-29.571,-54.51,3328.0,3328.0
900.0,245.0,54.77%,53.90%,65.78%,"7' 11""",-0.268,302.6,-1.363,70.74,71.993,-0.268,-0.263,-0.402,-1.096,-0.431,379.0,592.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,308.0,-9.0,4.0,5.0,-3.0,-6.0,-2.0,-9.0,-3.0,-6.0,14.0,-7.0,-9.0,-1.0,1.0,166.0,Adrien Dumont de Chassart,50497,692.0,141.0,58.0,153.0,170.0,153.0,164.0,141.0,151.0,169.0,129.0,156.0,102.0,169.0,159.0,-0.28,169.0,-0.402,-0.263,-0.431,66.629,1930.333,30255.0,100.0,53.0,53.0,-16.481,-10.782,-17.667,-10.97,-10.97,-10.97,-55.9,-44.93,3749.0,3749.0
1062.0,379.0,72.03%,64.21%,65.54%,"6' 10""",0.151,294.1,1.372,69.36,69.77,0.151,0.386,0.34,1.221,0.495,595.0,696.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,366.0,12.0,-4.0,0.0,1.0,6.0,1.0,12.0,1.0,-3.0,1.0,6.0,8.0,1.0,-3.0,235.0,Collin Morikawa,50525,826.0,66.0,131.0,2.0,5.0,11.0,4.0,66.0,12.0,27.0,13.0,39.0,108.0,8.0,16.0,-0.35,27.0,0.34,0.386,0.495,24.442,2577.417,34704.0,118.0,59.0,59.0,18.003,20.444,26.246,8.017,8.017,8.017,72.725,64.708,4092.0,4092.0
774.0,267.0,57.43%,53.53%,68.86%,"9' 3""",-0.96,310.9,-1.344,71.63,72.39,-0.96,-0.323,-0.342,-0.384,0.28,344.0,533.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,241.0,-2.0,-2.0,3.0,-1.0,-1.0,-1.0,-2.0,-3.0,-3.0,-2.0,5.0,-4.0,2.0,0.0,129.0,Vincent Norrman,51070,599.0,177.0,11.0,130.0,169.0,171.0,171.0,177.0,158.0,170.0,174.0,144.0,28.0,144.0,45.0,-0.18,170.0,-0.342,-0.323,0.28,32.757,2459.917,26741.0,86.0,43.0,43.0,-14.348,-13.561,11.777,-40.326,-40.326,-40.326,-56.454,-16.13,3080.0,3080.0
1044.0,319.0,62.59%,59.87%,69.92%,"7' 3""",-0.149,295.4,0.282,69.82,70.797,-0.149,0.205,0.211,0.431,0.015,502.0,730.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,314.0,-4.0,-3.0,1.0,-20.0,-14.0,-8.0,-4.0,-11.0,-2.0,5.0,-3.0,-2.0,-11.0,3.0,188.0,Ryo Hisatsune,51287,802.0,120.0,124.0,62.0,75.0,50.0,62.0,120.0,43.0,93.0,47.0,64.0,12.0,55.0,95.0,-0.26,93.0,0.211,0.205,0.015,60.418,2324.75,33972.0,115.0,62.0,62.0,10.761,10.474,0.758,-7.604,-7.604,-7.604,14.39,21.992,4329.0,4329.0
1044.0,312.0,64.48%,56.33%,68.20%,"7' 10""",-0.172,293.7,-0.506,70.24,71.504,-0.172,-0.013,-0.235,-0.334,-0.086,521.0,712.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,332.0,-16.0,0.0,-6.0,-6.0,-11.0,-6.0,-16.0,19.0,-4.0,12.0,0.0,-8.0,5.0,-3.0,187.0,Nico Echavarria,51349,808.0,126.0,132.0,40.0,149.0,98.0,142.0,126.0,98.0,149.0,120.0,129.0,40.0,139.0,117.0,-0.29,149.0,-0.235,-0.013,-0.086,78.248,2454.333,34066.0,116.0,62.0,62.0,-11.506,-0.646,-4.233,-8.416,-8.416,-8.416,-24.8,-16.387,4355.0,4355.0
630.0,182.0,61.98%,58.88%,66.03%,"8' 3""",-0.456,304.9,-0.765,70.18,71.391,-0.456,-0.17,-0.57,-0.309,0.431,300.0,416.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,214.0,-4.0,-4.0,3.0,-3.0,-6.0,-2.0,-4.0,-3.0,-3.0,-3.0,-1.0,-12.0,-2.0,0.0,126.0,Jimmy Stanger,51600,484.0,162.0,46.0,71.0,162.0,85.0,130.0,162.0,137.0,108.0,152.0,170.0,94.0,137.0,17.0,-0.28,108.0,-0.57,-0.17,0.431,47.247,1504.583,21035.0,69.0,39.0,39.0,-14.826,-4.416,11.2,-11.866,-11.866,-11.866,-19.893,-8.029,2737.0,2737.0
1206.0,383.0,60.06%,61.42%,68.41%,"8' 2""",0.421,303.2,1.131,69.7,70.189,0.421,-0.082,0.391,0.71,0.401,561.0,825.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,381.0,5.0,-2.0,-1.0,0.0,15.0,4.0,5.0,3.0,-2.0,1.0,2.0,-1.0,4.0,3.0,234.0,Sahith Theegala,51634,934.0,25.0,55.0,104.0,11.0,32.0,14.0,25.0,118.0,64.0,148.0,28.0,37.0,23.0,23.0,-0.31,64.0,0.391,-0.082,0.401,32.692,3131.75,40626.0,134.0,67.0,67.0,23.835,-5.013,24.448,25.687,25.687,25.687,68.97,43.284,4670.0,4670.0
864.0,247.0,60.84%,59.19%,68.52%,"7' 7""",-0.444,309.4,0.205,69.96,70.993,-0.444,-0.131,0.126,0.649,0.655,404.0,592.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,272.0,3.0,3.0,-7.0,38.0,30.0,15.0,3.0,26.0,41.0,40.0,8.0,-3.0,20.0,-2.0,161.0,Rico Hoey,51696,664.0,158.0,21.0,85.0,82.0,60.0,85.0,158.0,129.0,105.0,83.0,78.0,34.0,30.0,9.0,-0.31,105.0,0.126,-0.131,0.655,52.636,1864.333,29700.0,96.0,51.0,51.0,4.902,-5.115,25.541,-17.327,-17.327,-17.327,8.004,25.329,3568.0,3568.0
918.0,305.0,53.94%,57.74%,66.23%,"7' 8""",0.512,313.3,1.12,69.38,70.264,0.512,0.054,0.167,0.608,0.387,383.0,608.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,310.0,10.0,-1.0,-13.0,0.0,6.0,8.0,10.0,7.0,11.0,-16.0,-6.0,12.0,-2.0,-5.0,179.0,Wyndham Clark,51766,710.0,16.0,6.0,161.0,12.0,12.0,19.0,16.0,78.0,128.0,97.0,72.0,87.0,37.0,26.0,-0.38,128.0,0.167,0.054,0.387,48.496,2337.0,31954.0,102.0,55.0,55.0,8.02,2.611,18.555,24.577,24.577,24.577,53.777,29.201,3816.0,3816.0
936.0,295.0,64.80%,63.51%,69.55%,"8' 1""",-0.621,292.2,-0.163,70.11,70.904,-0.621,0.085,0.549,0.458,-0.177,464.0,651.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,285.0,-11.0,-3.0,-4.0,-14.0,-15.0,-22.0,-11.0,2.0,-6.0,3.0,5.0,0.0,-11.0,-11.0,181.0,Greyson Sigg,51890,716.0,171.0,146.0,37.0,124.0,77.0,80.0,171.0,71.0,31.0,142.0,12.0,15.0,54.0,131.0,-0.21,31.0,0.549,0.085,-0.177,44.632,2374.417,30387.0,104.0,56.0,56.0,25.821,3.996,-8.304,-29.182,-29.182,-29.182,-7.668,21.512,3926.0,3926.0
756.0,238.0,51.38%,61.29%,63.10%,"8' 0""",0.135,302.8,-0.586,70.22,71.482,0.135,0.2,-0.352,-0.721,-0.569,298.0,477.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,279.0,-20.0,0.0,-1.0,-5.0,-13.0,-9.0,-20.0,13.0,-7.0,7.0,2.0,-2.0,-1.0,-4.0,171.0,Vince Whaley,51894,580.0,70.0,57.0,171.0,153.0,96.0,139.0,70.0,46.0,66.0,138.0,145.0,153.0,158.0,170.0,-0.3,66.0,-0.352,0.2,-0.569,58.191,1901.5,25134.0,83.0,46.0,46.0,-11.611,6.603,-18.785,4.447,4.447,4.447,-19.343,-23.792,3230.0,3230.0
954.0,284.0,57.48%,60.00%,66.46%,"8' 6""",0.338,310.0,0.432,69.7,70.533,0.338,-0.045,0.02,0.094,0.119,419.0,634.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,320.0,8.0,0.0,-8.0,13.0,14.0,13.0,8.0,8.0,9.0,2.0,6.0,5.0,7.0,-7.0,192.0,Max Greyserman,51977,729.0,33.0,14.0,127.0,56.0,32.0,37.0,33.0,107.0,90.0,161.0,98.0,80.0,90.0,77.0,-0.3,90.0,0.02,-0.045,0.119,47.363,2417.75,32545.0,105.0,57.0,57.0,0.892,-1.994,5.234,14.861,14.861,14.861,18.996,4.134,3973.0,3973.0
1008.0,322.0,57.29%,62.78%,69.35%,"6' 10""",0.175,299.6,0.824,69.41,70.412,0.175,0.154,0.382,0.649,0.113,440.0,699.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,309.0,-3.0,-7.0,-8.0,-5.0,-8.0,-9.0,-3.0,-9.0,-8.0,-2.0,-2.0,-7.0,-10.0,-13.0,194.0,Andrew Novak,51997,768.0,60.0,89.0,133.0,23.0,16.0,29.0,60.0,53.0,42.0,13.0,29.0,18.0,30.0,79.0,-0.31,42.0,0.382,0.154,0.113,59.303,2190.917,33552.0,112.0,59.0,59.0,21.022,8.467,6.204,9.616,9.616,9.616,45.31,35.693,4095.0,4095.0
1008.0,345.0,57.53%,64.42%,67.66%,"7' 1""",0.268,303.4,0.777,69.27,70.261,0.268,0.164,0.009,0.509,0.336,443.0,682.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,326.0,3.0,-2.0,6.0,14.0,9.0,19.0,3.0,1.0,3.0,9.0,13.0,7.0,15.0,5.0,210.0,Robert MacIntyre,52215,770.0,51.0,52.0,125.0,29.0,7.0,18.0,51.0,52.0,24.0,31.0,103.0,50.0,45.0,36.0,-0.3,24.0,0.009,0.164,0.336,58.408,2434.5,33976.0,112.0,59.0,59.0,0.468,8.339,17.146,13.654,13.654,13.654,39.606,25.952,4087.0,4087.0
612.0,206.0,55.39%,56.25%,66.01%,"9' 3""",0.314,319.9,-0.429,70.68,71.702,0.314,-0.58,-1.046,-0.743,0.883,257.0,404.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,Cameron Champ,52372,464.0,41.0,1.0,148.0,145.0,149.0,155.0,41.0,175.0,150.0,174.0,177.0,95.0,161.0,3.0,-0.28,150.0,-1.046,-0.58,0.883,37.983,1903.0,21756.0,68.0,37.0,37.0,-32.411,-17.99,27.36,9.73,9.73,9.73,-13.307,-23.039,2615.0,2615.0
954.0,267.0,62.09%,56.97%,66.14%,"7' 8""",-0.016,295.4,-0.28,70.45,71.409,-0.016,0.129,-0.031,-0.263,-0.362,457.0,631.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,323.0,21.0,-3.0,-8.0,17.0,19.0,9.0,21.0,4.0,16.0,17.0,16.0,-7.0,8.0,-7.0,184.0,Brandon Wu,52374,736.0,103.0,124.0,69.0,133.0,122.0,133.0,103.0,62.0,141.0,97.0,109.0,92.0,133.0,155.0,-0.29,141.0,-0.031,0.129,-0.362,53.908,2047.583,31022.0,105.0,56.0,56.0,-1.354,5.676,-15.911,-0.713,-0.713,-0.713,-12.301,-11.59,3945.0,3945.0
954.0,283.0,68.77%,63.23%,69.50%,"7' 6""",-0.174,291.1,0.727,69.64,70.492,-0.174,-0.01,0.585,0.902,0.327,502.0,663.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,291.0,-8.0,-2.0,-2.0,-3.0,1.0,0.0,-8.0,-1.0,-1.0,-5.0,3.0,1.0,-2.0,-1.0,184.0,Doug Ghim,52375,730.0,127.0,151.0,12.0,33.0,26.0,35.0,127.0,97.0,37.0,76.0,9.0,16.0,17.0,41.0,-0.27,37.0,0.585,-0.01,0.327,47.571,2124.667,30860.0,106.0,56.0,56.0,28.062,-0.492,15.7,-8.369,-8.369,-8.369,34.917,43.284,3900.0,3900.0
918.0,260.0,53.68%,56.19%,65.69%,"9' 0""",-0.302,309.9,-0.156,71.08,71.331,-0.302,-0.368,0.354,0.146,0.159,379.0,603.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,315.0,-11.0,1.0,-5.0,4.0,3.0,18.0,-11.0,-7.0,2.0,-2.0,27.0,21.0,14.0,6.0,177.0,Nicolai Højgaard,52453,706.0,145.0,17.0,162.0,123.0,164.0,120.0,145.0,164.0,152.0,172.0,36.0,105.0,85.0,67.0,-0.27,152.0,0.354,-0.368,0.159,12.896,2339.083,31610.0,102.0,51.0,51.0,15.241,-15.819,6.84,-12.983,-12.983,-12.983,-6.72,6.263,3625.0,3625.0
936.0,287.0,68.94%,58.14%,67.84%,"7' 9""",0.127,294.9,0.332,69.75,70.802,0.127,-0.268,0.169,0.206,0.305,495.0,635.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,301.0,-4.0,2.0,0.0,-16.0,-11.0,-17.0,-4.0,-12.0,-8.0,5.0,-2.0,-6.0,-9.0,-4.0,175.0,Carson Young,52513,718.0,71.0,127.0,11.0,65.0,40.0,64.0,71.0,155.0,117.0,109.0,69.0,46.0,74.0,43.0,-0.29,117.0,0.169,-0.268,0.305,58.902,2214.167,30673.0,104.0,56.0,56.0,8.265,-13.113,14.926,6.2,6.2,6.2,16.279,10.077,3906.0,3906.0
666.0,191.0,60.20%,58.33%,63.96%,"7' 7""",0.122,300.4,-0.213,70.1,71.348,0.122,-0.105,-0.368,-0.335,0.139,307.0,426.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,240.0,-8.0,7.0,4.0,-3.0,-4.0,-6.0,-8.0,9.0,4.0,31.0,-2.0,-10.0,0.0,-1.0,140.0,Trace Crowe,52514,510.0,72.0,78.0,102.0,127.0,76.0,122.0,72.0,123.0,112.0,83.0,146.0,140.0,140.0,73.0,-0.33,112.0,-0.368,-0.105,0.139,49.938,1448.917,21930.0,73.0,40.0,40.0,-11.047,-3.163,4.157,3.672,3.672,3.672,-6.38,-10.053,2804.0,2804.0
828.0,268.0,63.25%,57.51%,67.03%,"7' 11""",-0.007,298.7,0.15,70.2,71.094,-0.007,-0.136,0.13,0.157,0.163,401.0,555.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,273.0,-21.0,-1.0,0.0,-1.0,0.0,0.0,-21.0,11.0,-8.0,3.0,-1.0,-5.0,3.0,-6.0,157.0,Sami Valimaki,52666,634.0,100.0,94.0,54.0,87.0,90.0,96.0,100.0,131.0,134.0,129.0,77.0,59.0,84.0,64.0,-0.3,134.0,0.13,-0.136,0.163,43.612,2112.917,27482.0,92.0,49.0,49.0,5.872,-6.141,7.341,-0.337,-0.337,-0.337,6.748,7.084,3440.0,3440.0
1026.0,300.0,63.03%,65.29%,69.40%,"7' 8""",0.164,308.2,1.312,69.28,69.838,0.164,0.023,0.601,1.148,0.523,503.0,712.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,314.0,9.0,-3.0,0.0,2.0,4.0,1.0,9.0,-1.0,0.0,7.0,1.0,5.0,1.0,0.0,205.0,Ludvig Åberg,52955,798.0,64.0,27.0,57.0,6.0,8.0,6.0,64.0,88.0,14.0,97.0,8.0,17.0,11.0,14.0,-0.32,14.0,0.601,0.023,0.523,31.748,2293.5,35135.0,114.0,57.0,57.0,30.648,1.192,26.686,8.37,8.37,8.37,66.91,58.541,3949.0,3949.0
918.0,273.0,54.82%,57.99%,65.25%,"8' 5""",0.194,308.2,-0.569,70.48,71.664,0.194,-0.156,-0.41,-0.763,-0.198,387.0,599.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,319.0,1.0,3.0,4.0,0.0,-8.0,-6.0,1.0,-10.0,5.0,-2.0,-5.0,-3.0,-6.0,2.0,185.0,Garrick Higgo,54421,706.0,55.0,27.0,152.0,152.0,126.0,153.0,55.0,136.0,119.0,157.0,159.0,117.0,162.0,134.0,-0.3,119.0,-0.41,-0.156,-0.198,63.834,2291.75,31436.0,102.0,54.0,54.0,-18.027,-6.857,-8.709,8.535,8.535,8.535,-25.057,-33.593,3806.0,3806.0
684.0,183.0,60.65%,65.02%,70.32%,"8' 8""",-0.001,307.9,-0.001,70.12,71.386,-0.001,-0.374,-0.328,0.0,0.702,319.0,481.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,203.0,38.0,3.0,-3.0,28.0,33.0,13.0,38.0,-2.0,13.0,-2.0,-8.0,2.0,6.0,5.0,132.0,Patrick Fishburn,54576,526.0,99.0,30.0,89.0,106.0,79.0,129.0,99.0,165.0,19.0,165.0,142.0,10.0,98.0,6.0,-0.25,19.0,-0.328,-0.374,0.702,51.838,1588.167,23398.0,76.0,41.0,41.0,-9.519,-10.853,20.36,-0.025,-0.025,-0.025,-0.035,-0.011,2875.0,2875.0
1332.0,402.0,56.15%,65.50%,67.79%,"7' 2""",0.322,295.2,0.648,69.17,70.327,0.322,0.209,0.243,0.327,-0.125,575.0,903.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,429.0,-10.0,-3.0,-1.0,-1.0,0.0,-1.0,-10.0,1.0,0.0,0.0,7.0,3.0,8.0,7.0,281.0,Ben Griffin,54591,1024.0,38.0,126.0,143.0,38.0,6.0,23.0,38.0,42.0,11.0,40.0,60.0,48.0,63.0,120.0,-0.31,11.0,0.243,0.209,-0.125,90.534,2870.417,43692.0,148.0,78.0,78.0,15.548,13.346,-7.993,20.584,20.584,20.584,41.486,20.902,5395.0,5395.0
1206.0,409.0,64.99%,61.81%,65.26%,"8' 2""",-0.101,294.4,-0.146,70.56,71.439,-0.101,-0.153,0.322,-0.045,-0.215,607.0,787.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,419.0,3.0,2.0,-2.0,0.0,8.0,9.0,3.0,3.0,16.0,1.0,-9.0,9.0,7.0,0.0,259.0,Lee Hodges,54628,934.0,115.0,129.0,33.0,122.0,135.0,136.0,115.0,134.0,54.0,148.0,45.0,115.0,103.0,137.0,-0.26,54.0,0.322,-0.153,-0.215,61.729,3326.25,39450.0,134.0,70.0,70.0,20.303,-9.634,-13.531,-6.366,-6.366,-6.366,-9.214,-2.847,4939.0,4939.0
972.0,325.0,58.74%,60.94%,67.08%,"7' 0""",0.18,293.1,0.448,69.91,70.899,0.18,0.137,0.429,0.268,-0.298,437.0,652.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,320.0,1.0,1.0,-2.0,2.0,5.0,-2.0,1.0,7.0,7.0,16.0,1.0,8.0,6.0,1.0,195.0,Dylan Wu,54783,744.0,59.0,140.0,116.0,54.0,55.0,79.0,59.0,59.0,74.0,24.0,25.0,55.0,68.0,145.0,-0.31,74.0,0.429,0.137,-0.298,56.265,2287.583,31654.0,108.0,57.0,57.0,22.728,7.264,-15.787,9.537,9.537,9.537,23.759,14.22,3985.0,3985.0
1278.0,428.0,66.20%,58.92%,66.67%,"7' 5""",0.004,297.8,0.471,69.95,70.623,0.004,0.08,0.213,0.467,0.173,658.0,852.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,426.0,-5.0,3.0,2.0,9.0,12.0,11.0,-5.0,2.0,0.0,-16.0,10.0,9.0,7.0,11.0,251.0,Tom Kim,55182,994.0,98.0,103.0,22.0,50.0,59.0,47.0,98.0,72.0,106.0,68.0,63.0,72.0,50.0,60.0,-0.31,106.0,0.213,0.08,0.173,50.114,3162.167,42294.0,142.0,74.0,74.0,14.047,5.308,11.437,0.283,0.283,0.283,31.075,30.794,5176.0,5176.0
792.0,285.0,58.42%,60.61%,62.50%,"7' 5""",-0.774,309.9,-0.586,71.0,71.952,-0.774,-0.008,-0.169,0.188,0.365,354.0,495.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,297.0,-2.0,4.0,5.0,-11.0,-3.0,-5.0,-2.0,-14.0,-8.0,3.0,-11.0,-1.0,-13.0,6.0,180.0,Carl Yuan,55454,606.0,176.0,17.0,118.0,153.0,161.0,162.0,176.0,96.0,79.0,68.0,124.0,161.0,80.0,28.0,-0.26,79.0,-0.169,-0.008,0.365,44.75,2111.167,27270.0,88.0,47.0,47.0,-6.927,-0.334,14.956,-31.738,-31.738,-31.738,-24.04,7.695,3337.0,3337.0
918.0,292.0,65.11%,60.06%,65.90%,"7' 5""",0.035,296.7,-0.336,70.63,71.719,0.035,-0.092,-0.388,-0.371,0.109,461.0,605.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,313.0,12.0,1.0,-5.0,-5.0,-2.0,-4.0,12.0,-6.0,1.0,13.0,-5.0,3.0,-14.0,-15.0,188.0,Hayden Buckley,55708,708.0,92.0,116.0,30.0,138.0,141.0,157.0,92.0,121.0,88.0,68.0,154.0,100.0,143.0,80.0,-0.26,88.0,-0.388,-0.092,0.109,58.839,2170.417,30259.0,102.0,54.0,54.0,-18.222,-4.337,5.104,1.656,1.656,1.656,-15.797,-17.454,3814.0,3814.0
702.0,263.0,47.03%,64.03%,60.40%,"7' 3""",0.842,291.5,-0.253,70.33,71.415,0.842,0.193,-0.38,-1.095,-0.907,253.0,424.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,278.0,0.0,-6.0,-3.0,-23.0,-13.0,-12.0,0.0,-19.0,-21.0,-28.0,-7.0,-3.0,-2.0,-4.0,178.0,Taylor Montgomery,55789,538.0,1.0,149.0,177.0,132.0,107.0,134.0,1.0,48.0,29.0,47.0,152.0,175.0,168.0,175.0,-0.31,29.0,-0.38,0.193,-0.907,46.824,1907.0,22735.0,78.0,43.0,43.0,-14.07,7.128,-33.576,31.161,31.161,31.161,-9.343,-40.504,3024.0,3024.0
1152.0,340.0,57.48%,64.35%,68.84%,"7' 1""",0.3,307.1,0.539,69.57,70.624,0.3,0.165,-0.328,0.239,0.403,507.0,793.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,359.0,-11.0,-4.0,1.0,1.0,2.0,0.0,-11.0,3.0,5.0,-1.0,1.0,-1.0,3.0,2.0,231.0,Sam Stevens,55893,882.0,44.0,32.0,127.0,43.0,22.0,48.0,44.0,51.0,25.0,31.0,142.0,29.0,69.0,21.0,-0.28,25.0,-0.328,0.165,0.403,71.445,2398.417,39308.0,128.0,68.0,68.0,-18.063,9.064,22.165,16.484,16.484,16.484,29.651,13.166,4731.0,4731.0
1188.0,389.0,65.11%,61.90%,66.41%,"7' 6""",0.382,298.7,1.141,69.72,70.162,0.382,-0.063,0.494,0.759,0.328,599.0,789.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,399.0,2.0,-4.0,6.0,0.0,-6.0,-1.0,2.0,-3.0,0.0,-5.0,1.0,-12.0,1.0,-4.0,247.0,Akshay Bhatia,56630,920.0,27.0,94.0,30.0,10.0,37.0,12.0,27.0,113.0,53.0,76.0,17.0,82.0,20.0,40.0,-0.31,53.0,0.494,-0.063,0.328,30.207,2916.333,39432.0,132.0,69.0,69.0,30.118,-3.847,20.019,23.314,23.314,23.314,69.605,46.289,4811.0,4811.0
1080.0,370.0,68.11%,54.74%,64.81%,"8' 7""",-0.288,298.1,0.299,70.48,70.878,-0.288,-0.211,0.473,0.587,0.343,568.0,700.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,380.0,-2.0,-1.0,0.0,1.0,-5.0,0.0,-2.0,-10.0,-3.0,-1.0,2.0,-7.0,-1.0,3.0,208.0,Austin Eckroat,57362,834.0,143.0,101.0,14.0,71.0,126.0,78.0,143.0,144.0,162.0,162.0,18.0,125.0,40.0,34.0,-0.3,162.0,0.473,-0.211,0.343,25.203,3161.25,35768.0,120.0,64.0,64.0,26.943,-12.024,19.527,-16.44,-16.44,-16.44,17.018,33.459,4511.0,4511.0
